UniqueId,SocialMedia,SocialMediaTime,News,NewsTime,Blogs,BlogsTime,BounceRate,ExitRate,PageValue,TrafficKind,OS,Browser,Month,Region,VisitorKind,DayImportance,IsWeekend,IsSale
0x1fd0,3.0,29.75,0.0,0.0,12.0,398.98,0.0,0.006,50.518,direct,windows,Google-Chrome,Nov,Mid-Atlantic,New,0.0,0.0,True
0x1fd7,1.0,56.5,0.0,0.0,16.0,541.875,0.0,0.012,15.149,referral,windows,Firefox,Nov,Pacific,New,0.0,0.0,True
0x1fe4,0.0,0.0,0.0,0.0,17.0,1059.575,0.0,0.012,62.763,direct,windows,Google-Chrome,Nov,New England,New,0.0,0.0,True
0x1ff6,6.0,109.667,0.0,0.0,7.0,86.167,0.007,0.051,0.0,direct,windows,Samsung,Dec,West South Central,Returning,0.0,0.0,True
0x2007,4.0,171.5,0.0,0.0,75.0,2416.06,0.008,0.037,0.0,search,windows,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x2016,0.0,0.0,0.0,0.0,12.0,846.25,0.0,0.018,40.401,referral,windows,Other,Dec,New England,New,0.0,0.0,True
0x202e,15.0,317.019,3.0,126.75,238.0,9956.226,0.005,0.017,6.556,search,windows,Firefox,Nov,East North Central,Returning,0.0,1.0,True
0x2035,3.0,224.3,5.0,487.0,74.0,1845.958,0.003,0.018,34.678,referral,windows,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x203b,0.0,0.0,0.0,0.0,8.0,642.0,0.0,0.029,109.121,direct,windows,Google-Chrome,Dec,East North Central,New,0.0,0.0,True
0x2046,4.0,47.5,0.0,0.0,37.0,839.208,0.005,0.017,12.965,direct,android,Safari,Nov,New England,Returning,0.0,0.0,True
0x204c,0.0,0.0,0.0,,,731.5,0.014,0.043,0.0,,windows,Google-Chrome,,West North Central,New,0.0,,True
0x204e,3.0,66.5,3.0,65.75,152.0,3684.321,0.005,0.01,12.646,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2052,11.0,233.475,0.0,0.0,118.0,4251.208,0.0,0.013,14.672,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2055,5.0,134.75,3.0,16.0,165.0,6323.853,0.011,0.028,3.513,direct,android,Safari,Nov,New England,Returning,0.0,0.0,True
0x205a,8.0,111.542,3.0,226.0,68.0,1664.149,0.003,0.022,6.694,direct,windows,Safari,Dec,New England,Returning,0.0,0.0,True
0x205c,11.0,118.179,2.0,91.5,162.0,5399.231,0.005,0.015,14.772,referral,windows,Google-Chrome,Nov,West North Central,Returning,0.0,0.0,True
0x2061,0.0,0.0,0.0,0.0,20.0,968.75,0.016,0.018,73.983,search,android,Google-Chrome,Dec,New England,Returning,0.0,0.0,True
0x2062,1.0,56.5,0.0,0.0,19.0,1089.75,0.0,0.004,24.872,direct,windows,Google-Chrome,Dec,West South Central,Returning,0.0,0.0,True
0x2065,0.0,0.0,0.0,0.0,53.0,2052.125,0.0,0.004,52.499,direct,windows,Firefox,Nov,Mid-Atlantic,New,0.0,1.0,True
0x2068,3.0,37.0,0.0,0.0,62.0,1193.0,0.003,0.015,21.602,search,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x206b,0.0,0.0,0.0,0.0,6.0,222.0,0.0,0.04,87.903,referral,other,Other,Dec,Pacific,Other,0.0,0.0,True
0x2072,4.0,159.0,2.0,27.75,33.0,821.683,0.001,0.019,0.0,direct,windows,Google-Chrome,Dec,New England,Returning,0.0,0.0,True
0x2079,1.0,183.0,0.0,0.0,28.0,586.372,0.0,0.004,0.0,referral,mac-ios,Google-Chrome,Dec,East South Central,Returning,0.0,0.0,True
0x207d,1.0,0.0,0.0,0.0,65.0,732.092,0.006,0.02,2.734,direct,windows,Google-Chrome,Dec,New England,Returning,0.0,1.0,True
0x2083,1.0,4.0,0.0,0.0,37.0,1828.375,0.0,0.014,8.258,search,linux,Safari,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x2085,0.0,0.0,0.0,0.0,8.0,247.5,0.0,0.01,0.0,direct,windows,Google-Chrome,Nov,Pacific,New,0.0,0.0,True
0x2086,1.0,4.0,0.0,0.0,13.0,2123.5,0.015,0.031,42.746,search,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2088,5.0,60.5,0.0,0.0,5.0,50.0,0.0,0.025,0.0,referral,other,Other,Dec,Pacific,Other,0.0,1.0,True
0x2091,2.0,3.0,4.0,161.5,137.0,4791.461,0.004,0.021,5.483,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2092,6.0,30.7,3.0,45.0,38.0,1481.783,0.012,0.029,0.0,referral,windows,Google-Chrome,Nov,West North Central,Returning,0.0,0.0,True
0x2097,4.0,70.25,1.0,139.5,58.0,3022.37,0.0,0.01,0.0,direct,android,Safari,Nov,Mid-Atlantic,New,0.0,0.0,True
0x2098,6.0,479.25,0.0,0.0,51.0,2156.525,0.0,0.012,6.23,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x209c,0.0,0.0,0.0,0.0,89.0,3480.812,0.002,0.015,0.0,search,linux,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x20a0,1.0,40.5,0.0,0.0,49.0,1587.25,0.0,0.012,35.8,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x20a8,1.0,31.25,0.0,0.0,31.0,1470.208,0.0,0.012,0.0,referral,mac-ios,Google-Chrome,Nov,East North Central,New,0.0,0.0,True
0x20ac,0.0,0.0,0.0,0.0,24.0,452.417,0.0,0.021,0.0,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,1.0,True
0x20ad,0.0,0.0,0.0,0.0,20.0,447.048,0.01,0.029,0.0,direct,android,Google-Chrome,Dec,East North Central,New,0.0,0.0,True
0x20b8,2.0,48.667,4.0,155.333,20.0,540.75,0.0,0.004,38.888,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x20b9,5.0,98.75,0.0,0.0,126.0,6085.002,0.0,0.004,28.798,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x20bf,8.0,671.083,0.0,0.0,32.0,1403.828,0.0,0.003,37.056,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x20c6,7.0,144.462,4.0,167.167,111.0,2312.338,0.005,0.014,8.192,direct,android,Safari,Nov,New England,Returning,0.0,0.0,True
0x20cd,7.0,113.75,1.0,28.5,15.0,1047.0,0.011,0.019,0.0,direct,android,Safari,Dec,East North Central,New,0.0,0.0,True
0x20d1,0.0,0.0,0.0,0.0,30.0,1682.275,0.0,0.014,41.133,direct,windows,Google-Chrome,Dec,West North Central,Returning,0.0,0.0,True
0x20dc,14.0,173.55,0.0,0.0,164.0,4155.747,0.003,0.013,13.765,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x20e1,9.0,156.607,5.0,156.75,83.0,2694.507,0.0,0.009,0.0,direct,windows,Firefox,Nov,New England,Returning,0.0,0.0,True
0x20e2,6.0,257.5,0.0,0.0,37.0,2533.333,0.015,0.032,6.651,search,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x20e6,0.0,0.0,0.0,0.0,60.0,1315.178,0.009,0.032,0.0,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x20ec,3.0,21.0,0.0,0.0,17.0,256.95,0.0,0.02,0.0,referral,windows,Firefox,Nov,New England,New,0.0,1.0,True
0x20fa,1.0,0.0,0.0,0.0,39.0,1159.542,0.001,0.031,0.0,direct,windows,Google-Chrome,Nov,East South Central,Returning,0.0,1.0,True
0x20ff,0.0,0.0,2.0,386.0,36.0,1609.94,0.0,0.009,12.503,search,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2105,7.0,153.85,0.0,0.0,19.0,504.6,0.0,0.019,0.0,referral,android,Safari,Dec,New England,Returning,0.0,0.0,True
0x2106,9.0,328.75,0.0,0.0,108.0,2793.733,0.002,0.019,0.0,search,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x211f,6.0,110.5,1.0,20.0,137.0,5380.687,0.006,0.021,1.964,referral,windows,Firefox,Nov,East North Central,Returning,0.0,0.0,True
0x2121,2.0,75.0,0.0,0.0,26.0,2058.3,0.0,0.012,8.525,referral,android,Safari,Nov,Pacific,New,0.0,0.0,True
0x2125,5.0,107.0,2.0,15.0,250.0,8622.38,0.006,0.023,0.0,search,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2126,7.0,42.257,0.0,0.0,124.0,4067.01,0.009,0.023,6.709,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2127,6.0,513.833,0.0,0.0,33.0,2690.333,0.0,0.018,30.219,direct,windows,Firefox,Nov,New England,Returning,0.0,0.0,True
0x212c,0.0,0.0,0.0,0.0,37.0,918.542,0.005,0.005,0.0,direct,android,Safari,Nov,New England,New,0.0,1.0,True
0x2130,13.0,297.75,3.0,352.5,41.0,2422.375,0.0,0.016,72.438,referral,windows,Google-Chrome,Dec,New England,Returning,0.0,0.0,True
0x2135,0.0,0.0,0.0,0.0,14.0,169.917,0.0,0.076,0.0,direct,windows,Google-Chrome,Nov,West North Central,Returning,0.0,0.0,True
0x2143,5.0,172.083,0.0,0.0,21.0,486.147,0.0,0.01,48.014,search,windows,Google-Chrome,Nov,West North Central,Returning,0.0,0.0,True
0x2147,8.0,223.375,0.0,0.0,37.0,3152.5,0.0,0.012,13.25,direct,mac-ios,Google-Chrome,Dec,East North Central,Returning,0.0,0.0,True
0x214f,5.0,61.875,0.0,0.0,164.0,4389.888,0.001,0.01,6.664,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2164,12.0,1106.39,9.0,627.458,125.0,7444.938,0.008,0.022,7.201,direct,mac-ios,Google-Chrome,Nov,West North Central,Returning,0.0,0.0,True
0x2166,4.0,65.5,0.0,0.0,23.0,783.75,0.008,0.031,0.0,search,windows,Samsung,Nov,East North Central,Returning,0.0,1.0,True
0x2168,0.0,0.0,0.0,0.0,72.0,2304.15,0.008,0.02,3.178,,mac-ios,,Nov,New England,Returning,0.0,0.0,True
0x2170,6.0,125.25,2.0,89.0,146.0,3697.732,0.008,0.015,73.359,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x2176,0.0,0.0,0.0,0.0,21.0,499.75,0.01,0.033,0.0,referral,windows,Firefox,Nov,East North Central,Returning,0.0,0.0,True
0x217a,13.0,662.339,0.0,0.0,81.0,4284.423,0.002,0.023,2.648,direct,android,Safari,Dec,East South Central,Returning,0.0,1.0,True
0x217d,1.0,15.0,0.0,0.0,15.0,691.833,0.0,0.014,59.612,direct,windows,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x2183,4.0,64.464,0.0,0.0,29.0,1414.589,0.0,0.012,21.054,direct,windows,Google-Chrome,Dec,New England,Returning,0.0,0.0,True
0x2185,1.0,21.0,0.0,0.0,13.0,1474.5,0.0,0.017,69.462,search,windows,Google-Chrome,Dec,West North Central,Returning,0.0,0.0,True
0x2186,6.0,94.1,0.0,0.0,92.0,4212.142,0.008,0.022,6.665,direct,android,Safari,Nov,New England,Returning,0.0,1.0,True
0x218a,10.0,229.0,0.0,0.0,27.0,760.771,0.012,0.013,41.217,referral,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x21a1,7.0,268.417,0.0,0.0,41.0,1124.875,0.0,0.012,0.0,direct,windows,Google-Chrome,Nov,Pacific,Returning,0.0,0.0,True
0x21a4,6.0,101.625,0.0,0.0,140.0,7097.582,0.003,0.01,21.889,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x21a8,0.0,0.0,0.0,0.0,10.0,208.0,0.0,0.022,125.962,direct,windows,Google-Chrome,Dec,New England,New,0.0,0.0,True
0x21b5,15.0,677.191,0.0,0.0,152.0,3561.13,0.0,0.009,5.732,search,windows,Google-Chrome,Dec,East South Central,Returning,0.0,0.0,True
0x21b8,8.0,451.284,10.0,961.45,131.0,2460.324,0.003,0.021,2.326,search,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x21bb,0.0,0.0,0.0,0.0,44.0,784.883,0.0,0.005,360.953,referral,other,Other,Dec,Pacific,Other,0.0,0.0,True
0x21bd,2.0,62.5,0.0,0.0,17.0,775.333,0.0,0.045,0.0,search,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x21c5,2.0,147.5,7.0,209.0,48.0,698.672,0.004,0.02,68.914,referral,mac-ios,Google-Chrome,Nov,West South Central,Returning,0.0,0.0,True
0x21c8,4.0,47.0,1.0,49.5,28.0,687.467,0.014,0.027,108.909,direct,android,Safari,Nov,New England,Returning,0.0,1.0,True
0x21d4,2.0,561.5,2.0,31.0,95.0,4817.924,0.007,0.026,50.091,direct,android,Safari,Nov,South Atlantic,Returning,0.0,0.0,True
0x21d7,0.0,0.0,0.0,0.0,37.0,1254.75,0.003,0.01,34.154,referral,windows,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x21de,5.0,72.5,0.0,0.0,35.0,2429.812,0.0,0.024,102.492,search,windows,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x21e3,0.0,0.0,0.0,0.0,8.0,885.0,0.044,0.038,49.728,referral,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x21e9,4.0,66.833,0.0,0.0,125.0,3075.979,0.01,0.022,0.0,search,windows,Samsung,Nov,East North Central,Returning,0.0,0.0,True
0x21f4,3.0,49.5,1.0,0.0,50.0,1570.362,0.009,0.028,1.818,referral,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x21f9,2.0,48.5,0.0,0.0,53.0,2438.075,0.005,0.017,29.045,referral,windows,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x21ff,0.0,0.0,2.0,0.0,99.0,2622.6,0.022,0.029,0.0,direct,mac-ios,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x220d,0.0,0.0,0.0,0.0,11.0,667.917,0.0,0.009,0.0,direct,windows,Samsung,Dec,New England,Returning,0.0,0.0,True
0x2210,0.0,0.0,0.0,0.0,19.0,273.708,0.021,0.035,0.0,referral,mac-ios,Google-Chrome,Nov,West North Central,Returning,0.0,1.0,True
0x2217,1.0,5.0,0.0,0.0,47.0,1480.233,0.01,0.028,15.156,search,windows,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x2219,0.0,0.0,0.0,0.0,8.0,332.0,0.0,0.029,14.127,referral,android,Google-Chrome,Nov,West North Central,New,0.0,1.0,True
0x221d,3.0,99.75,0.0,0.0,31.0,835.583,0.0,0.006,47.449,referral,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2220,0.0,0.0,0.0,0.0,13.0,555.503,0.036,0.02,47.992,direct,linux,Google-Chrome,Nov,West North Central,New,0.0,0.0,True
0x2223,3.0,135.5,0.0,0.0,30.0,2040.167,0.0,0.023,4.351,direct,windows,Google-Chrome,Dec,Mountain,Returning,0.0,0.0,True
0x2224,2.0,169.5,2.0,105.0,35.0,990.464,0.011,0.027,14.782,direct,android,Safari,Nov,New England,Returning,0.0,1.0,True
0x222a,0.0,0.0,0.0,0.0,47.0,2493.986,0.017,0.032,0.0,search,windows,Firefox,Dec,Pacific,Returning,0.0,0.0,True
0x2240,4.0,88.25,2.0,546.5,37.0,2304.5,0.0,0.005,14.543,direct,windows,Google-Chrome,Nov,Pacific,New,0.0,0.0,True
0x2250,20.0,1307.675,3.0,132.667,517.0,27009.859,0.004,0.015,8.403,direct,android,Safari,Nov,New England,Returning,0.0,0.0,True
0x225e,5.0,471.25,0.0,0.0,21.0,883.0,0.0,0.011,44.981,referral,android,Safari,Nov,Mid-Atlantic,New,0.0,1.0,True
0x225f,5.0,136.0,1.0,13.0,85.0,2155.654,0.006,0.019,3.92,direct,android,Safari,Nov,New England,Returning,0.0,1.0,True
0x2260,1.0,34.5,0.0,0.0,18.0,3026.374,0.0,0.005,38.926,direct,android,Safari,Dec,East North Central,Returning,0.0,0.0,True
0x2264,5.0,51.042,0.0,0.0,14.0,837.375,0.0,0.011,0.0,referral,android,Safari,Nov,Mid-Atlantic,New,0.0,0.0,True
0x226e,8.0,122.1,2.0,0.0,20.0,695.194,0.012,0.059,0.0,direct,android,Safari,Nov,Mountain,Returning,0.0,1.0,True
0x2270,13.0,210.427,9.0,435.45,154.0,6515.454,0.009,0.017,2.982,direct,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2278,2.0,77.5,1.0,17.0,46.0,1066.567,0.004,0.019,51.003,referral,mac-ios,Google-Chrome,Dec,West North Central,Returning,0.0,0.0,True
0x227b,3.0,36.0,2.0,763.0,9.0,163.5,0.0,0.014,0.0,direct,other,Google-Chrome,Dec,New England,New,0.0,0.0,True
0x227e,11.0,1443.1,5.0,205.0,225.0,9595.65,0.005,0.012,9.242,direct,windows,Google-Chrome,Nov,West North Central,Returning,0.0,0.0,True
0x227f,0.0,0.0,2.0,105.0,194.0,6460.193,0.004,0.017,1.791,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2280,2.0,23.0,0.0,0.0,39.0,1828.967,0.005,0.02,20.592,direct,android,Safari,Nov,New England,Returning,0.0,1.0,True
0x2286,0.0,0.0,0.0,0.0,32.0,1297.75,0.0,0.008,42.623,referral,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2288,6.0,65.417,0.0,0.0,29.0,1904.542,0.005,0.026,0.0,referral,android,Safari,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x228b,2.0,86.2,0.0,0.0,48.0,2259.737,0.004,0.01,12.226,direct,android,Safari,Dec,West South Central,Returning,0.0,0.0,True
0x2291,0.0,0.0,0.0,0.0,57.0,2716.667,0.0,0.005,0.0,search,windows,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x229e,0.0,0.0,0.0,0.0,10.0,165.0,0.03,0.047,0.0,direct,android,Safari,Nov,New England,Returning,0.0,1.0,True
0x22a6,10.0,163.633,1.0,294.0,80.0,1979.3,0.002,0.024,19.733,direct,windows,Safari,Nov,Mid-Atlantic,Returning,0.0,1.0,True
0x22ad,10.0,318.641,9.0,991.25,216.0,7761.035,0.008,0.022,1.589,direct,windows,Other,Nov,Mid-Atlantic,Returning,0.0,1.0,True
0x22ae,7.0,78.357,3.0,210.667,309.0,12158.196,0.008,0.026,0.0,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x22b4,0.0,0.0,0.0,0.0,9.0,436.0,0.0,0.025,68.197,direct,android,Google-Chrome,Dec,Mid-Atlantic,New,0.0,0.0,True
0x22ba,0.0,0.0,1.0,141.5,43.0,3044.047,0.0,0.005,3.94,referral,windows,Firefox,Dec,New England,Returning,0.0,0.0,True
0x22c4,8.0,111.0,0.0,0.0,32.0,1206.833,0.005,0.014,19.276,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x22ca,5.0,286.464,1.0,29.5,64.0,2058.605,0.009,0.01,6.494,referral,mac-ios,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x22cb,7.0,111.0,2.0,5.0,131.0,5396.265,0.004,0.014,7.513,direct,windows,Safari,Nov,New England,Returning,0.0,0.0,True
0x22d5,2.0,48.188,4.0,121.5,51.0,1792.814,0.004,0.012,60.075,direct,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x22e7,0.0,0.0,1.0,33.75,72.0,1460.908,0.0,0.015,0.0,direct,android,Safari,Nov,New England,Returning,0.0,0.0,True
0x22f2,0.0,0.0,0.0,0.0,84.0,2197.781,0.01,0.015,0.0,direct,android,Safari,Nov,East North Central,Returning,0.0,0.0,True
0x22f9,0.0,0.0,0.0,0.0,58.0,3178.5,0.0,0.016,0.0,direct,windows,Google-Chrome,Nov,Pacific,Returning,0.0,0.0,True
0x22fe,0.0,0.0,0.0,0.0,33.0,1412.317,0.012,0.052,0.0,search,windows,Samsung,Nov,East North Central,Returning,0.0,0.0,True
0x2302,0.0,0.0,0.0,0.0,7.0,103.5,0.0,0.057,0.0,direct,windows,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x2308,0.0,0.0,0.0,0.0,16.0,829.083,0.0,0.012,41.675,search,windows,Firefox,Nov,New England,New,0.0,0.0,True
0x230f,7.0,32.643,3.0,189.0,224.0,6095.482,0.003,0.016,10.362,direct,android,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2310,7.0,184.933,4.0,277.5,70.0,3993.136,0.006,0.015,32.097,direct,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x231d,4.0,104.25,0.0,0.0,38.0,1429.875,0.0,0.023,4.113,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2321,9.0,227.6,0.0,0.0,54.0,1935.061,0.007,0.022,42.197,direct,android,Google-Chrome,Dec,New England,Returning,0.0,0.0,True
0x2327,8.0,256.5,1.0,0.0,57.0,1319.367,0.007,0.033,3.373,direct,mac-ios,Google-Chrome,Nov,East North Central,Returning,0.0,1.0,True
0x2332,0.0,0.0,0.0,0.0,27.0,520.0,0.0,0.004,0.0,referral,other,Google-Chrome,Nov,East North Central,New,0.0,0.0,True
0x233a,10.0,305.905,1.0,89.955,101.0,6038.245,0.002,0.019,51.361,direct,windows,Firefox,Nov,East North Central,Returning,0.0,1.0,True
0x233b,8.0,203.917,4.0,114.75,118.0,3903.167,0.004,0.013,55.011,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x233e,13.0,1230.333,7.0,286.083,68.0,3147.246,0.014,0.027,1.598,direct,android,Safari,Dec,New England,Returning,0.0,0.0,True
0x233f,0.0,0.0,0.0,0.0,34.0,1401.458,0.0,0.024,0.0,referral,windows,Google-Chrome,Nov,Pacific,New,0.0,0.0,True
0x2346,4.0,45.75,0.0,0.0,18.0,1273.083,0.0,0.032,6.751,search,android,Safari,Dec,New England,Returning,0.0,0.0,True
0x2347,9.0,189.11,3.0,39.0,73.0,3059.014,0.012,0.025,16.742,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,1.0,True
0x234a,0.0,0.0,0.0,0.0,56.0,2749.15,0.001,0.024,0.0,referral,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2350,4.0,79.25,5.0,500.8,39.0,1080.875,0.011,0.025,20.065,direct,windows,Samsung,Nov,New England,Returning,0.0,0.0,True
0x2352,5.0,175.917,0.0,0.0,12.0,276.25,0.013,0.047,0.0,search,mac-ios,Google-Chrome,Dec,New England,Returning,0.0,0.0,True
0x235c,10.0,137.5,1.0,32.5,145.0,6165.879,0.001,0.021,0.0,direct,windows,Google-Chrome,Nov,East South Central,Returning,0.0,0.0,True
0x2369,3.0,27.0,0.0,0.0,2.0,16.0,0.0,0.05,0.0,direct,windows,Google-Chrome,Nov,Mid-Atlantic,New,0.0,1.0,True
0x236e,4.0,46.042,4.0,93.417,75.0,6057.929,0.01,0.02,0.0,direct,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2375,1.0,5.0,0.0,0.0,37.0,2235.828,0.0,0.011,50.076,referral,windows,Samsung,Nov,West South Central,Returning,0.0,0.0,True
0x2379,1.0,6.0,0.0,0.0,14.0,1183.0,0.0,0.005,17.534,referral,windows,Google-Chrome,Nov,East South Central,New,0.0,1.0,True
0x2381,1.0,103.0,0.0,0.0,20.0,1140.667,0.0,0.005,19.181,direct,mac-ios,Google-Chrome,Dec,East North Central,New,0.0,0.0,True
0x2389,0.0,0.0,0.0,0.0,95.0,3208.208,0.002,0.011,5.364,search,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x238c,0.0,0.0,0.0,0.0,3.0,139.0,0.0,0.067,127.308,direct,windows,Other,Dec,New England,Returning,0.0,0.0,True
0x238d,6.0,113.25,2.0,19.0,23.0,2049.75,0.022,0.033,95.355,direct,android,Safari,Dec,Mid-Atlantic,Returning,0.0,0.0,True
0x238e,22.0,474.476,3.0,167.143,92.0,2324.821,0.015,0.02,7.935,direct,mac-ios,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x2390,10.0,263.358,0.0,0.0,69.0,3416.279,0.012,0.019,0.0,direct,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x239b,8.0,459.333,0.0,0.0,25.0,2408.815,0.0,0.008,81.195,referral,mac-ios,Google-Chrome,Nov,West South Central,Returning,0.0,1.0,True
0x23a2,15.0,572.583,2.0,37.5,318.0,13717.402,0.004,0.016,45.155,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x23aa,7.0,53.75,5.0,199.0,77.0,2194.49,0.0,,44.129,direct,windows,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x23bd,0.0,0.0,0.0,0.0,15.0,734.25,0.0,0.015,40.401,direct,windows,Google-Chrome,Dec,Pacific,Returning,0.0,0.0,True
0x23c1,8.0,164.625,0.0,0.0,43.0,1110.579,0.002,0.011,16.356,search,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x23c8,6.0,133.333,1.0,398.0,129.0,4653.19,0.016,0.025,6.018,search,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x23ce,1.0,25.5,0.0,0.0,0.0,0.0,0.0,0.067,0.0,referral,android,Safari,Nov,Mountain,New,0.0,0.0,True
0x23dd,3.0,42.5,0.0,0.0,54.0,5972.417,0.004,0.011,70.34,search,windows,Other,Nov,New England,Returning,0.0,0.0,True
0x23e2,0.0,0.0,0.0,0.0,21.0,1461.833,0.021,0.037,23.823,search,windows,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x23eb,11.0,298.082,4.0,138.5,397.0,11940.016,0.007,0.01,9.221,search,android,Safari,Nov,East North Central,Returning,0.0,1.0,True
0x23f2,3.0,182.643,3.0,119.375,64.0,2671.07,0.0,0.017,37.596,direct,windows,Samsung,Nov,East South Central,Returning,0.0,0.0,True
0x23fe,9.0,283.25,0.0,0.0,38.0,1166.167,0.0,0.005,18.606,referral,android,Safari,Nov,Pacific,New,0.0,0.0,True
0x2400,4.0,390.5,0.0,0.0,27.0,1285.583,0.0,0.007,14.672,direct,windows,Google-Chrome,Dec,Mountain,Returning,0.0,0.0,True
0x2407,13.0,278.152,1.0,46.5,150.0,5575.615,0.0,0.017,1.53,search,windows,Google-Chrome,Dec,Mid-Atlantic,Returning,0.0,0.0,True
0x2425,9.0,65.167,0.0,0.0,123.0,5969.573,0.002,0.014,10.692,direct,windows,Safari,Nov,New England,New,0.0,0.0,True
0x2426,6.0,218.667,0.0,0.0,24.0,1737.0,0.007,0.015,23.516,referral,android,Safari,Nov,East South Central,Returning,0.0,1.0,True
0x2427,0.0,0.0,0.0,0.0,113.0,5178.532,0.004,0.03,0.0,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x242a,2.0,57.5,0.0,0.0,16.0,1226.0,0.0,0.012,143.477,direct,windows,Google-Chrome,Dec,Pacific,New,0.0,1.0,True
0x242f,12.0,202.25,0.0,0.0,175.0,4877.123,0.007,0.015,0.0,direct,windows,Google-Chrome,Nov,West North Central,Returning,0.0,1.0,True
0x2434,0.0,0.0,0.0,0.0,159.0,5878.941,0.009,0.019,0.0,direct,,Google-Chrome,Nov,New England,Returning,,0.0,True
0x2439,5.0,140.25,4.0,282.0,4.0,213.5,0.0,0.009,0.0,direct,mac-ios,Google-Chrome,Nov,New England,New,0.0,0.0,True
